Title,Season,Episode,Description,Duration,Year,Director,Rating
"Crater of Needles (The Web Planet, Part Four)",2,19,"<p>On the planet Vortis, the Doctor, Ian, Barbara and Vicki are swept up in the struggles of the butterfly-like Menoptera, the original denizens of Vortis who were forced to flee the planet for the moon Pictos to escape the encroaching web of the Animus and its mind-controlled minions, the ant-like Zarbi and their living weapons, the larvae guns.</p>",25,1965,Richard Martin,6.4
"Invasion (The Web Planet, Part Five)",2,20,"<p>On the planet Vortis, the Doctor, Ian, Barbara and Vicki are swept up in the struggles of the butterfly-like Menoptera, the original denizens of Vortis who were forced to flee the planet for the moon Pictos to escape the encroaching web of the Animus and its mind-controlled minions, the ant-like Zarbi and their living weapons, the larvae guns.</p>",25,1965,Richard Martin,6.6
"The Centre (The Web Planet, Part Six)",2,21,"<p>On the planet Vortis, the Doctor, Ian, Barbara and Vicki are swept up in the struggles of the butterfly-like Menoptera, the original denizens of Vortis who were forced to flee the planet for the moon Pictos to escape the encroaching web of the Animus and its mind-controlled minions, the ant-like Zarbi and their living weapons, the larvae guns.</p>",25,1965,Richard Martin,7
"The Lion (The Crusade, Part One)",2,22,"<p>The TARDIS arrives in 12th century Palestine where a holy war is in progress between the forces of King Richard the Lionheart and the Saracenruler Saladin. Barbara is abducted in a Saracen ambush and the Doctor, Ianand Vicki make their way to King Richard's palace in the city of Jaffa.</p>",25,1965,Douglas Camfield,7.3
"The Knight of Jaffa (The Crusade, Part Two)",2,23,"<p><i><b>Missing episode - only audio exists</b></i><br /> </p><p>The TARDIS arrives in 12th century Palestine where a holy war is in progress between the forces of King Richard the Lionheart and the Saracen ruler Saladin. Barbara is abducted in a Saracen ambush and the Doctor, Ian and Vicki make their way to King Richard's palace in the city of Jaffa.</p>",25,1965,Douglas Camfield,6.8
"The Wheel of Fortune (The Crusade, Part Three)",2,24,"<p>The TARDIS arrives in 12th century Palestine where a holy war is in progress between the forces of King Richard the Lionheart and the Saracenruler Saladin. Barbara is abducted in a Saracen ambush and the Doctor, Ianand Vicki make their way to King Richard's palace in the city of Jaffa.</p>",25,1965,Douglas Camfield,7
"The Warlords (The Crusade, Part Four)",2,25,"<p><i><b>Missing episode - only audio exists</b></i></p><p>The TARDIS arrives in 12th century Palestine where a holy war is in progress between the forces of King Richard the Lionheart and the Saracen ruler Saladin. Barbara is abducted in a Saracen ambush and the Doctor, Ian and Vicki make their way to King Richard's palace in the city of Jaffa.</p>",25,1965,Douglas Camfield,6.8
"The Space Museum (The Space Museum, Part One)",2,26,"<p>The TARDIS jumps a time track and the travellers arrive on the planet Xeros. There they discover their own future selves displayed as exhibits in a museum established as a monument to the galactic conquests of the warlike Morok invaders who now rule the planet. When time shifts back to normal, they realise that they must do everything they can to avert this potential future.</p><p>Vicki helps the native Xerons obtain arms and revolt against the Moroks. The revolution succeeds and the travellers go on their way, confident that the future has been changed.</p>",25,1965,Mervyn Pinfield,8.5
"The Dimensions of Time (The Space Museum, Part Two)",2,27,"<p>he TARDIS jumps a time track and the travellers arrive on the planet Xeros. There they discover their own future selves displayed as exhibits in a museum established as a monument to the galactic conquests of the warlike Morok invaders who now rule the planet. When time shifts back to normal, they realise that they must do everything they can to avert this potential future.</p><p>Vicki helps the native Xerons obtain arms and revolt against the Moroks. The revolution succeeds and the travellers go on their way, confident that the future has been changed.</p>",25,1965,Mervyn Pinfield,8.3
"The Search (The Space Museum, Part Three)",2,28,"<p>The TARDIS jumps a time track and the travellers arrive on the planet Xeros. There they discover their own future selves displayed as exhibits in a museum established as a monument to the galactic conquests of the warlike Morok invaders who now rule the planet. When time shifts back to normal, they realise that they must do everything they can to avert this potential future.</p><p>Vicki helps the native Xerons obtain arms and revolt against the Moroks. The revolution succeeds and the travellers go on their way, confident that the future has been changed.</p>",25,1965,Mervyn Pinfield,7.7
"The Final Phase (The Space Museum, Part Four)",2,29,"<p>The TARDIS jumps a time track and the travellers arrive on the planet Xeros. There they discover their own future selves displayed as exhibits in a museum established as a monument to the galactic conquests of the warlike Morok invaders who now rule the planet. When time shifts back to normal, they realise that they must do everything they can to avert this potential future.</p><p>Vicki helps the native Xerons obtain arms and revolt against the Moroks. The revolution succeeds and the travellers go on their way, confident that the future has been changed.</p>",25,1965,Mervyn Pinfield,8
"The Executioners (The Chase, Part One)",2,30,"<p>The travellers learn from the Time-Space Visualiser taken from theMoroks' museum that Daleks equipped with their own time machine are on their trail with orders to exterminate them. They flee in the TARDIS.</p><p>The chase begins on the desert planet Aridius and takes in a number of stopping-off points, including a spooky haunted house which is actually a futuristic fun-fair attraction.</p><p>Eventually both time machines arrive on the jungle planet Mechanus, where the Daleks try to infiltrate and kill the Doctor's party with a robotic double of him. The travellers are taken prisoner by the Mechonoids — robots sent some fifty years earlier to prepare landing sites for human colonists who never arrived — and meet Steven Taylor, a stranded astronaut who has been the Mechonoids' captive for the past two years.</p><p>The Daleks and the Mechonoids engage in a fierce battle which ends in their mutual destruction. The Doctor's party seizes this opportunity to escape. The Doctor reluctantly helps Ian and Barbara to use the Daleks' time machine to return home.</p>",25,1965,Richard Martin,8
"The Death of Time (The Chase, Part Two)",2,31,"<p>The travellers learn from the Time-Space Visualiser taken from theMoroks' museum that Daleks equipped with their own time machine are on their trail with orders to exterminate them. They flee in the TARDIS.</p><p>The chase begins on the desert planet Aridius and takes in a number of stopping-off points, including a spooky haunted house which is actually a futuristic fun-fair attraction.</p><p>Eventually both time machines arrive on the jungle planet Mechanus, where the Daleks try to infiltrate and kill the Doctor's party with a robotic double of him. The travellers are taken prisoner by the Mechonoids — robots sent some fifty years earlier to prepare landing sites for human colonists who never arrived — and meet Steven Taylor, a stranded astronaut who has been the Mechonoids' captive for the past two years.</p><p>The Daleks and the Mechonoids engage in a fierce battle which ends in their mutual destruction. The Doctor's party seizes this opportunity to escape. The Doctor reluctantly helps Ian and Barbara to use the Daleks' time machine to return home.</p>",25,1965,Richard Martin,7.7
"Flight through Eternity (The Chase, Part Three)",2,32,"<p>The travellers learn from the Time-Space Visualiser taken from theMoroks' museum that Daleks equipped with their own time machine are on their trail with orders to exterminate them. They flee in the TARDIS.</p><p>The chase begins on the desert planet Aridius and takes in a number of stopping-off points, including a spooky haunted house which is actually a futuristic fun-fair attraction.</p><p>Eventually both time machines arrive on the jungle planet Mechanus, where the Daleks try to infiltrate and kill the Doctor's party with a robotic double of him. The travellers are taken prisoner by the Mechonoids — robots sent some fifty years earlier to prepare landing sites for human colonists who never arrived — and meet Steven Taylor, a stranded astronaut who has been the Mechonoids' captive for the past two years.</p><p>The Daleks and the Mechonoids engage in a fierce battle which ends in their mutual destruction. The Doctor's party seizes this opportunity to escape. The Doctor reluctantly helps Ian and Barbara to use the Daleks' time machine to return home.</p>",25,1965,Richard Martin,8.1
